Name,Pos,Date,Team,Opp,Result,Att,Cmp,Pct,Yds,YPA,TD,Int,Lg,Sack,Rate,,,,,,,,,,
,,1/3/16,Hou,Jax,"W, 30-6",40,25,62.5,249,6.2,1,1,27,7-Feb,78,1/3/16,Hou,Jax,"W, 30-6",0,0,0,0,0,0
,,1/9/16,Hou,KC,"L, 30-0",34,15,44.1,136,4,0,4,17,24-Mar,15.9,1/9/16,Hou,KC,"L, 30-0",1,-1,-1,-1,0,0
,,9/19/16,Chi,Phi,"L, 29-14",12,9,75,78,6.5,0,0,19,0/0,91.7,9/19/16,Chi,Phi,"L, 29-14",0,0,0,0,0,0
,,9/25/16,Chi,@ Dal,"L, 31-17",49,30,61.2,317,6.5,2,0,32,5-Jan,93.7,9/25/16,Chi,@ Dal,"L, 31-17",2,2,1,3,0,0
,,10/2/16,Chi,Det,"W, 17-14",36,28,77.8,302,8.4,2,0,64,8-Feb,120.1,10/2/16,Chi,Det,"W, 17-14",3,-3,-1,-1,0,0
,,10/9/16,Chi,@ Ind,"L, 29-23",43,33,76.7,397,9.2,2,0,38,0/0,120,10/9/16,Chi,@ Ind,"L, 29-23",1,-1,-1,-1,0,0
,,10/16/16,Chi,Jax,"L, 17-16",49,30,61.2,302,6.2,0,0,36,5-Jan,78.8,10/16/16,Chi,Jax,"L, 17-16",1,0,0,0,0,0
,,10/20/16,Chi,@ GB,"L, 26-10",11,4,36.4,49,4.5,0,0,25,0/0,50.9,10/20/16,Chi,@ GB,"L, 26-10",0,0,0,0,0,0
Bruce Gradkowski,QB,9/10/06,TB,Bal,"L, 27-0",5,1,20,4,0.8,0,0,4,1-Jan,39.6,9/10/06,TB,Bal,"L, 27-0",0,0,0,0,0,0
,,9/24/06,TB,Car,"L, 26-24",1,1,100,16,16,0,0,16,0/0,118.8,9/24/06,TB,Car,"L, 26-24",0,0,0,0,0,0
,,10/8/06,TB,@ NO,"L, 24-21",31,20,64.5,225,7.3,2,0,52,6-Feb,107.6,10/8/06,TB,@ NO,"L, 24-21",6,19,3.17,6,0,1
,,10/15/06,TB,Cin,"W, 14-13",44,25,56.8,184,4.2,2,1,18,10-Feb,72.5,10/15/06,TB,Cin,"W, 14-13",4,19,4.75,7,0,2
,,10/22/06,TB,Phi,"W, 23-21",26,13,50,104,4,0,0,26,19-Feb,60.4,10/22/06,TB,Phi,"W, 23-21",3,11,3.67,9,0,1
,,10/29/06,TB,@ NYG,"L, 17-3",48,20,41.7,139,2.9,0,0,14,5-Feb,49.3,10/29/06,TB,@ NYG,"L, 17-3",3,18,6,14,0,1
,,11/5/06,TB,NO,"L, 31-14",31,18,58.1,185,6,2,0,44t,27-Apr,96.8,11/5/06,TB,NO,"L, 31-14",2,12,6,8,0,1
,,11/13/06,TB,@ Car,"L, 24-10",32,17,53.1,173,5.4,1,2,27,20-Mar,53.3,11/13/06,TB,@ Car,"L, 24-10",5,22,4.4,6,0,0
,,11/19/06,TB,Was,"W, 20-17",21,14,66.7,178,8.5,2,1,34t,0/0,104.9,11/19/06,TB,Was,"W, 20-17",6,9,1.5,6,0,1
,,11/23/06,TB,@ Dal,"L, 38-10",20,10,50,120,6,0,2,53,10-Jan,29.2,11/23/06,TB,@ Dal,"L, 38-10",4,17,4.25,8,0,2
,,12/3/06,TB,@ Pit,"L, 20-3",34,20,58.8,175,5.1,0,3,24,31-May,35.8,12/3/06,TB,@ Pit,"L, 20-3",6,26,4.33,7,0,3
,,12/10/06,TB,Atl,"L, 17-6",24,13,54.2,121,5,0,0,25,12-Jan,68.2,12/10/06,TB,Atl,"L, 17-6",2,8,4,6,0,0
,,12/17/06,TB,@ Chi,"L, 34-31",11,5,45.5,37,3.4,0,0,17,5-Feb,54,12/17/06,TB,@ Chi,"L, 34-31",0,0,0,0,0,0
,,10/7/07,TB,@ Ind,"L, 33-14",4,3,75,22,5.5,0,1,11,0/0,47.9,10/7/07,TB,@ Ind,"L, 33-14",0,0,0,0,0,0
,,11/18/07,TB,@ Atl,"W, 31-7",1,1,100,2,2,0,0,2,0/0,79.2,11/18/07,TB,@ Atl,"W, 31-7",2,-2,-1,-1,0,0
,,11/25/07,TB,Was,"W, 19-13",19,9,47.4,106,5.6,0,0,20,14-Feb,64.8,11/25/07,TB,Was,"W, 19-13",2,24,12,13,0,1
,,12/16/07,TB,Atl,"W, 37-3",0,0,0,0,0,0,0,0,0/0,0,12/16/07,TB,Atl,"W, 37-3",3,-2,-0.67,0,0,0
,,12/21/08,Cle,Cin,"L, 14-0",5,2,40,8,1.6,0,1,4,12-Jan,8.3,12/21/08,Cle,Cin,"L, 14-0",0,0,0,0,0,0
,,12/28/08,Cle,@ Pit,"L, 31-0",16,5,31.2,18,1.1,0,2,12,6-Mar,1,12/28/08,Cle,@ Pit,"L, 31-0",1,2,2,2,0,0
,,9/14/09,Oak,SD,"L, 24-20",2,2,100,17,8.5,0,0,12,0/0,102.1,9/14/09,Oak,SD,"L, 24-20",0,0,0,0,0,0
,,10/25/09,Oak,NYJ,"L, 38-0",19,10,52.6,97,5.1,0,0,28,8-Feb,67.2,10/25/09,Oak,NYJ,"L, 38-0",2,25,12.5,20,0,1
,,11/15/09,Oak,KC,"L, 16-10",9,5,55.6,49,5.4,0,2,22,10-Jan,31.5,11/15/09,Oak,KC,"L, 16-10",1,9,9,9,0,0
,,11/22/09,Oak,Cin,"W, 20-17",34,17,50,183,5.4,2,1,29t,0/0,73.5,11/22/09,Oak,Cin,"W, 20-17",6,8,1.33,4,0,1
,,11/26/09,Oak,@ Dal,"L, 24-7",35,18,51.4,200,5.7,1,0,28,19-Mar,78.3,11/26/09,Oak,@ Dal,"L, 24-7",3,30,10,21,0,2
,,12/6/09,Oak,@ Pit,"W, 27-24",33,20,60.6,308,9.3,3,0,75t,21-Mar,121.8,12/6/09,Oak,@ Pit,"W, 27-24",3,20,6.67,10,0,2
,,12/13/09,Oak,Was,"L, 34-13",18,10,55.6,153,8.5,0,0,48,13-Feb,83.8,12/13/09,Oak,Was,"L, 34-13",3,16,5.33,10,0,1
,,9/19/10,Oak,Stl,"W, 16-14",21,11,52.4,162,7.7,1,1,33,0/0,73.9,9/19/10,Oak,Stl,"W, 16-14",4,0,0,5,0,0
,,9/26/10,Oak,@ Ari,"L, 24-23",34,17,50,255,7.5,1,1,70,24-Mar,72.5,9/26/10,Oak,@ Ari,"L, 24-23",4,13,3.25,8,0,0
,,10/3/10,Oak,Hou,"L, 31-24",39,24,61.5,278,7.1,2,2,43,Apr-33,78.8,10/3/10,Oak,Hou,"L, 31-24",3,16,5.33,8,0,1
,,10/10/10,Oak,SD,"W, 35-27",7,1,14.3,14,2,0,0,14,0/0,39.6,10/10/10,Oak,SD,"W, 35-27",0,0,0,0,0,0
,,11/21/10,Oak,@ Pit,"L, 35-3",24,13,54.2,98,4.1,0,1,16,15-Feb,46.9,11/21/10,Oak,@ Pit,"L, 35-3",1,12,12,12,0,1
,,11/28/10,Oak,Mia,"L, 33-17",32,17,53.1,252,7.9,1,2,52,5-Jan,63.5,11/28/10,Oak,Mia,"L, 33-17",0,0,0,0,0,0
,,9/11/11,Cin,@ Cle,"W, 27-17",12,5,41.7,92,7.7,1,0,41t,7-Jan,96.5,9/11/11,Cin,@ Cle,"W, 27-17",2,0,0,0,0,0
,,12/4/11,Cin,@ Pit,"L, 35-7",6,3,50,17,2.8,0,1,8,0/0,16.7,12/4/11,Cin,@ Pit,"L, 35-7",1,1,1,1,0,1
,,9/10/12,Cin,@ Bal,"L, 44-13",0,0,0,0,0,0,0,0,0/0,0,9/10/12,Cin,@ Bal,"L, 44-13",1,0,0,0,0,0
,,12/30/12,Cin,Bal,"W, 23-17",11,5,45.5,65,5.9,0,0,44,0/0,64.6,12/30/12,Cin,Bal,"W, 23-17",3,-2,-0.67,0,0,0
,,9/21/14,Pit,@ Car,"W, 37-19",0,0,0,0,0,0,0,0,0/0,0,9/21/14,Pit,@ Car,"W, 37-19",2,-2,-1,-1,0,0
,,1/3/15,Pit,Bal,"L, 30-17",3,2,66.7,22,7.3,0,0,18,0/0,88.2,1/3/15,Pit,Bal,"L, 30-17",0,0,0,0,0,0
Caleb Hanie,QB,10/25/09,Chi,@ Cin,"L, 45-10",2,1,50,3,1.5,0,0,3,0/0,56.3,,,,,,,,,,
,,12/20/09,Chi,@ Bal,"L, 31-7",5,2,40,8,1.6,0,1,5,0/0,8.3,,,,,,,,,,
,,10/3/10,Chi,@ NYG,"L, 17-3",4,3,75,36,9,0,0,26,8-Jan,102.1,10/3/10,Chi,@ NYG,"L, 17-3",0,0,0,0,0,0
,,10/10/10,Chi,@ Car,"W, 23-6",3,2,66.7,19,6.3,0,0,14,7-Jan,84,10/10/10,Chi,@ Car,"W, 23-6",1,-1,-1,-1,0,0
,,1/23/11,Chi,GB,"L, 21-14",20,13,65,153,7.7,1,2,35t,0/0,65.2,1/23/11,Chi,GB,"L, 21-14",1,3,3,3,0,0
,,11/27/11,Chi,@ Oak,"L, 25-20",36,18,50,254,7.1,2,3,81,25-Apr,56.9,11/27/11,Chi,@ Oak,"L, 25-20",5,50,10,24,0,3
,,12/4/11,Chi,KC,"L, 10-3",24,11,45.8,133,5.5,0,3,28,Jul-45,23.8,12/4/11,Chi,KC,"L, 10-3",1,3,3,3,0,0
,,12/11/11,Chi,@ Den,"L, 13-10",19,12,63.2,115,6.1,0,0,19,29-Apr,79.9,12/11/11,Chi,@ Den,"L, 13-10",2,11,5.5,9,0,0
,,12/18/11,Chi,Sea,"L, 38-14",23,10,43.5,111,4.8,1,3,25t,Apr-34,33.3,12/18/11,Chi,Sea,"L, 38-14",5,34,6.8,12,0,2
Cam Newton,QB,9/11/11,Car,@ Ari,"L, 28-21",37,24,64.9,422,11.4,2,1,77t,19-Apr,110.4,9/11/11,Car,@ Ari,"L, 28-21",8,18,2.25,12,1,2
,,9/18/11,Car,GB,"L, 30-23",46,28,60.9,432,9.4,1,3,62,28-Apr,72,9/18/11,Car,GB,"L, 30-23",10,53,5.3,12,1,4
,,9/25/11,Car,Jax,"W, 16-10",34,18,52.9,158,4.6,1,0,18,0/0,75.4,9/25/11,Car,Jax,"W, 16-10",7,27,3.86,7,0,1
,,10/2/11,Car,@ Chi,"L, 34-29",46,27,58.7,374,8.1,1,1,53,0/0,83.1,10/2/11,Car,@ Chi,"L, 34-29",8,35,4.38,14,2,4
,,10/9/11,Car,NO,"L, 30-27",31,16,51.6,224,7.2,2,1,54t,5-Jan,83.3,10/9/11,Car,NO,"L, 30-27",7,27,3.86,13,1,4
,,10/16/11,Car,@ Atl,"L, 31-17",35,21,60,237,6.8,0,3,29,8-Jan,44.6,10/16/11,Car,@ Atl,"L, 31-17",7,47,6.71,14t,1,4
,,10/23/11,Car,Was,"W, 33-20",23,18,78.3,256,11.1,1,0,37,24-Apr,127.5,10/23/11,Car,Was,"W, 33-20",10,59,5.9,25,1,3
,,10/30/11,Car,Min,"L, 24-21",35,22,62.9,290,8.3,3,0,44,25-Mar,117.6,10/30/11,Car,Min,"L, 24-21",6,53,8.83,24,0,3
,,11/13/11,Car,Ten,"L, 30-3",40,23,57.5,212,5.3,0,1,19,May-46,61.7,11/13/11,Car,Ten,"L, 30-3",7,55,7.86,26,0,2
,,11/20/11,Car,@ Det,"L, 49-35",38,22,57.9,280,7.4,1,4,32,8-Jan,50.2,11/20/11,Car,@ Det,"L, 49-35",7,37,5.29,11t,2,2
,,11/27/11,Car,@ Ind,"W, 27-19",27,20,74.1,208,7.7,0,0,30,Mar-32,95.9,11/27/11,Car,@ Ind,"W, 27-19",9,53,5.89,14t,1,3
,,12/4/11,Car,@ TB,"W, 38-19",21,12,57.1,204,9.7,1,0,31,9-Feb,106.1,12/4/11,Car,@ TB,"W, 38-19",14,54,3.86,22,3,7
,,12/11/11,Car,Atl,"L, 31-23",39,19,48.7,276,7.1,2,2,48,17-Feb,67.9,12/11/11,Car,Atl,"L, 31-23",7,36,5.14,12,0,4
,,12/18/11,Car,@ Hou,"W, 28-13",23,13,56.5,149,6.5,2,0,26t,10-Feb,105.2,12/18/11,Car,@ Hou,"W, 28-13",7,55,7.86,17,0,4
,,12/24/11,Car,TB,"W, 48-16",17,12,70.6,171,10.1,3,0,91t,8-Jan,142.4,12/24/11,Car,TB,"W, 48-16",6,65,10.83,49t,1,2
,,1/1/12,Car,@ NO,"L, 45-17",25,15,60,158,6.3,1,1,22,21-Feb,75.1,1/1/12,Car,@ NO,"L, 45-17",6,32,5.33,16,0,2
,,9/9/12,Car,@ TB,"L, 16-10",33,23,69.7,303,9.2,1,2,51,12-Mar,83.3,9/9/12,Car,@ TB,"L, 16-10",5,4,0.8,4,0,0
,,9/16/12,Car,NO,"W, 35-27",20,14,70,253,12.7,1,0,66,9-Jan,129.2,9/16/12,Car,NO,"W, 35-27",13,71,5.46,40,1,4
,,9/20/12,Car,NYG,"L, 36-7",30,16,53.3,242,8.1,0,3,33,21-Feb,40.6,9/20/12,Car,NYG,"L, 36-7",6,6,1,3,1,2
,,9/30/12,Car,@ Atl,"L, 30-28",24,15,62.5,215,9,2,0,36t,10-Mar,119.3,9/30/12,Car,@ Atl,"L, 30-28",9,86,9.56,32,1,5
,,10/7/12,Car,Sea,"L, 16-12",29,12,41.4,141,4.9,0,0,24,Apr-33,56.8,10/7/12,Car,Sea,"L, 16-12",7,42,6,15,0,3
,,10/21/12,Car,Dal,"L, 19-14",37,21,56.8,233,6.3,1,1,32,17-Feb,73.4,10/21/12,Car,Dal,"L, 19-14",6,64,10.67,24,0,4
,,10/28/12,Car,@ Chi,"L, 23-22",39,20,51.3,314,8.1,0,2,62,17-Feb,57,10/28/12,Car,@ Chi,"L, 23-22",5,37,7.4,16,0,4
,,11/4/12,Car,@ Was,"W, 21-13",23,13,56.5,201,8.7,1,0,82,0/0,100.1,11/4/12,Car,@ Was,"W, 21-13",8,37,4.62,11,1,5
,,11/11/12,Car,Den,"L, 36-14",36,21,58.3,241,6.7,2,2,26,Jul-43,74,11/11/12,Car,Den,"L, 36-14",4,7,1.75,6,0,0
,,11/18/12,Car,TB,"L, 27-21",29,16,55.2,252,8.7,1,0,32,18-Feb,95.8,11/18/12,Car,TB,"L, 27-21",11,40,3.64,16,0,3
,,11/26/12,Car,@ Phi,"W, 30-22",28,18,64.3,306,10.9,2,0,55,17-Feb,125,11/26/12,Car,@ Phi,"W, 30-22",14,52,3.71,14,2,7
,,12/2/12,Car,@ KC,"L, 27-21",27,15,55.6,232,8.6,3,0,53,12-Feb,121.2,12/2/12,Car,@ KC,"L, 27-21",7,78,11.14,28,0,3
,,12/9/12,Car,Atl,"W, 30-20",35,23,65.7,287,8.2,2,0,53t,7-Jan,110.1,12/9/12,Car,Atl,"W, 30-20",9,116,12.89,72t,1,4
,,12/16/12,Car,@ SD,"W, 31-7",33,19,57.6,231,7,2,0,45t,14-Feb,99.4,12/16/12,Car,@ SD,"W, 31-7",4,7,1.75,3,0,1
,,12/23/12,Car,Oak,"W, 17-6",29,18,62.1,170,5.9,1,1,23t,11-Feb,75.4,12/23/12,Car,Oak,"W, 17-6",12,60,5,29,1,4
,,12/30/12,Car,@ NO,"W, 44-38",33,16,48.5,248,7.5,0,1,34,3-Jan,61.2,12/30/12,Car,@ NO,"W, 44-38",7,34,4.86,16,0,2
,,9/8/13,Car,Sea,"L, 12-7",23,16,69.6,125,5.4,1,0,27,6-Jan,97.2,9/8/13,Car,Sea,"L, 12-7",5,38,7.6,11,0,2
,,9/15/13,Car,@ Buf,"L, 24-23",38,21,55.3,229,6,2,1,40t,Jun-46,79.8,9/15/13,Car,@ Buf,"L, 24-23",4,15,3.75,6,0,2
,,9/22/13,Car,NYG,"W, 38-0",27,15,55.6,223,8.3,3,1,47t,15-Jan,104.4,9/22/13,Car,NYG,"W, 38-0",7,45,6.43,15,1,5
,,10/6/13,Car,@ Ari,"L, 22-6",39,21,53.8,308,7.9,0,3,32,Jul-50,47.8,10/6/13,Car,@ Ari,"L, 22-6",4,25,6.25,11,0,2
,,10/13/13,Car,@ Min,"W, 35-10",26,20,76.9,242,9.3,3,0,79t,6-Jan,143.4,10/13/13,Car,@ Min,"W, 35-10",9,30,3.33,9,1,3
,,10/20/13,Car,Stl,"W, 30-15",17,15,88.2,204,12,1,0,25,24-Feb,136.3,10/20/13,Car,Stl,"W, 30-15",10,26,2.6,13,0,1
,,10/24/13,Car,@ TB,"W, 31-13",32,23,71.9,221,6.9,2,0,35,26-Mar,111.6,10/24/13,Car,@ TB,"W, 31-13",11,50,4.54,19,1,4
,,11/3/13,Car,Atl,"W, 34-10",37,23,62.2,249,6.7,1,2,30,7-Jan,68.4,11/3/13,Car,Atl,"W, 34-10",5,22,4.4,12,1,3
,,11/10/13,Car,@ SF,"W, 10-9",32,16,50,169,5.3,0,1,19,28-Mar,52.7,11/10/13,Car,@ SF,"W, 10-9",8,15,1.88,6,0,1
,,11/18/13,Car,NE,"W, 24-20",28,19,67.9,209,7.5,3,0,42,12-Mar,125.4,11/18/13,Car,NE,"W, 24-20",7,62,8.86,24,0,4
,,11/24/13,Car,@ Mia,"W, 20-16",38,19,50,174,4.6,1,1,29,15-Mar,60.6,11/24/13,Car,@ Mia,"W, 20-16",7,51,7.29,14,1,4
,,12/1/13,Car,TB,"W, 27-6",29,18,62.1,263,9.1,2,2,36t,0/0,85.8,12/1/13,Car,TB,"W, 27-6",5,68,13.6,56,1,3
,,12/8/13,Car,@ NO,"L, 31-13",34,22,64.7,160,4.7,1,0,17t,May-49,85.4,12/8/13,Car,@ NO,"L, 31-13",6,48,8,19,0,3
,,12/15/13,Car,NYJ,"W, 30-20",24,16,66.7,273,11.4,1,0,72t,12-Feb,118.9,12/15/13,Car,NYJ,"W, 30-20",7,12,1.71,7,0,1
,,12/22/13,Car,NO,"W, 17-13",22,13,59.1,181,8.2,1,1,44,Apr-40,81.8,12/22/13,Car,NO,"W, 17-13",4,6,1.5,5,0,0
,,12/29/13,Car,@ Atl,"W, 21-20",27,15,55.6,149,5.5,2,1,56,Jan-00,80.6,12/29/13,Car,@ Atl,"W, 21-20",12,72,6,16,0,7
,,1/12/14,Car,SF,"L, 23-10",25,16,64,267,10.7,1,2,59,May-35,79.9,1/12/14,Car,SF,"L, 23-10",10,54,5.4,11,0,4
,,9/14/14,Car,Det,"W, 24-7",34,22,64.7,281,8.3,1,0,24,30-Apr,100.2,9/14/14,Car,Det,"W, 24-7",4,19,4.75,13,0,1
,,9/21/14,Car,Pit,"L, 37-19",35,24,68.6,250,7.1,1,0,37t,23-Mar,98.5,9/21/14,Car,Pit,"L, 37-19",2,7,3.5,5,0,0
,,9/28/14,Car,@ Bal,"L, 38-10",25,14,56,197,7.9,1,0,30,20-Feb,94.9,9/28/14,Car,@ Bal,"L, 38-10",2,7,3.5,7,0,0
,,10/5/14,Car,Chi,"W, 31-24",35,19,54.3,255,7.3,2,1,22,24-Feb,84.8,10/5/14,Car,Chi,"W, 31-24",6,9,1.5,3,0,2
,,10/12/14,Car,@ Cin,"T, 37-37",46,29,63,284,6.2,2,1,26,0/0,85.8,10/12/14,Car,@ Cin,"T, 37-37",17,107,6.29,12t,1,8
,,10/19/14,Car,@ GB,"L, 38-17",31,17,54.8,205,6.6,1,1,32,25-Mar,72.6,10/19/14,Car,@ GB,"L, 38-17",7,41,5.86,10,0,2
,,10/26/14,Car,Sea,"L, 13-9",22,12,54.5,171,7.8,0,1,51,19-Mar,61,10/26/14,Car,Sea,"L, 13-9",12,24,2,8,0,4
,,10/30/14,Car,NO,"L, 28-10",28,10,35.7,151,5.4,0,1,47,29-Apr,39.4,10/30/14,Car,NO,"L, 28-10",7,43,6.14,14,1,4
,,11/10/14,Car,@ Phi,"L, 45-21",40,25,62.5,306,7.7,2,3,40t,Sep-91,71.5,11/10/14,Car,@ Phi,"L, 45-21",2,6,3,4,0,1
,,11/16/14,Car,Atl,"L, 19-17",37,23,62.2,292,7.9,2,2,47t,7-Feb,82.3,11/16/14,Car,Atl,"L, 19-17",5,30,6,15,0,3
,,11/30/14,Car,@ Min,"L, 31-13",35,18,51.4,194,5.5,1,1,32t,24-Apr,65.7,11/30/14,Car,@ Min,"L, 31-13",9,49,5.44,10,0,5
,,12/7/14,Car,@ NO,"W, 41-10",33,21,63.6,226,6.8,3,0,26t,0/0,114,12/7/14,Car,@ NO,"W, 41-10",12,83,6.92,22,1,7
,,12/21/14,Car,Cle,"W, 17-13",31,18,58.1,201,6.5,1,1,34,6-Jan,74.8,12/21/14,Car,Cle,"W, 17-13",12,63,5.25,15,1,6
,,12/28/14,Car,@ Atl,"W, 34-3",16,10,62.5,114,7.1,1,0,28,2-Jan,104.7,12/28/14,Car,@ Atl,"W, 34-3",6,51,8.5,13,1,3
,,1/3/15,Car,Ari,"W, 27-16",32,18,56.2,198,6.2,2,1,39t,Jan-00,82.6,1/3/15,Car,Ari,"W, 27-16",7,35,5,13,0,3
,,1/10/15,Car,@ Sea,"L, 31-17",36,23,63.9,246,6.8,2,2,31,16-Feb,79.2,1/10/15,Car,@ Sea,"L, 31-17",11,37,3.36,9,0,2
,,9/13/15,Car,@ Jax,"W, 20-9",31,18,58.1,175,5.6,1,1,37,17-Feb,71.3,9/13/15,Car,@ Jax,"W, 20-9",14,35,2.5,10,0,3
,,9/20/15,Car,Hou,"W, 24-17",37,18,48.6,195,5.3,2,1,36t,17-Feb,71.3,9/20/15,Car,Hou,"W, 24-17",10,76,7.6,19,1,6
,,9/27/15,Car,NO,"W, 27-22",31,20,64.5,315,10.2,2,0,55,3-Jan,119.7,9/27/15,Car,NO,"W, 27-22",7,33,4.71,13t,1,4
,,10/4/15,Car,@ TB,"W, 37-23",22,11,50,124,5.6,2,0,30,13-Feb,97.5,10/4/15,Car,@ TB,"W, 37-23",12,51,4.25,12,0,4
,,10/18/15,Car,@ Sea,"W, 27-23",36,20,55.6,269,7.5,1,2,32,21-Mar,65.6,10/18/15,Car,@ Sea,"W, 27-23",7,30,4.29,9,1,1
,,10/25/15,Car,Phi,"W, 27-16",24,14,58.3,197,8.2,1,3,28,7-Jan,59.2,10/25/15,Car,Phi,"W, 27-16",4,20,5,16,1,3
,,11/2/15,Car,Ind,"W, 29-26",35,16,45.7,248,7.1,2,1,48,9-Feb,76.8,11/2/15,Car,Ind,"W, 29-26",10,41,4.1,11,0,2
,,11/8/15,Car,GB,"W, 37-29",30,15,50,297,9.9,3,1,59,0/0,104.4,11/8/15,Car,GB,"W, 37-29",9,57,6.33,23,1,4
,,11/15/15,Car,@ Ten,"W, 27-10",25,21,84,217,8.7,1,0,27,May-33,116.2,11/15/15,Car,@ Ten,"W, 27-10",9,23,2.56,7,1,5
,,11/22/15,Car,Was,"W, 44-16",34,21,61.8,246,7.2,5,0,35,20-Feb,123.3,11/22/15,Car,Was,"W, 44-16",4,16,4,9,0,2
,,11/26/15,Car,@ Dal,"W, 33-14",27,16,59.3,183,6.8,0,0,31,18-Jan,79.7,11/26/15,Car,@ Dal,"W, 33-14",12,45,3.75,11,1,4
,,12/6/15,Car,@ NO,"W, 41-38",41,28,68.3,331,8.1,5,1,45t,9-Jan,122.1,12/6/15,Car,@ NO,"W, 41-38",10,49,4.9,30,0,3
,,12/13/15,Car,Atl,"W, 38-0",21,15,71.4,265,12.6,3,0,74t,19-Feb,153.3,12/13/15,Car,Atl,"W, 38-0",3,4,1.33,3,0,1
,,12/20/15,Car,@ NYG,"W, 38-35",45,25,55.6,340,7.6,5,0,37t,31-Mar,116.9,12/20/15,Car,@ NYG,"W, 38-35",8,100,12.5,47,0,5
,,12/27/15,Car,@ Atl,"L, 20-13",30,17,56.7,142,4.7,0,0,19,29-Feb,69,12/27/15,Car,@ Atl,"L, 20-13",7,46,6.57,18,1,5
,,1/3/16,Car,TB,"W, 38-10",26,21,80.8,293,11.3,2,0,41,Apr-38,139.3,1/3/16,Car,TB,"W, 38-10",6,10,1.67,4,2,4
,,1/17/16,Car,Sea,"W, 31-24",22,16,72.7,161,7.3,1,0,27,10-Jan,108.3,1/17/16,Car,Sea,"W, 31-24",11,3,0.27,5,0,2
,,1/24/16,Car,Ari,"W, 49-15",28,19,67.9,335,12,2,1,86t,11-Jan,117.4,1/24/16,Car,Ari,"W, 49-15",10,47,4.7,14,2,4
,,2/7/16,Car,@ Den,"L, 24-10",41,18,43.9,265,6.5,0,1,45,Jun-64,55.4,2/7/16,Car,@ Den,"L, 24-10",6,45,7.5,14,0,3
,,9/8/16,Car,@ Den,"L, 21-20",33,18,54.5,194,5.9,1,1,18,18-Mar,69.5,9/8/16,Car,@ Den,"L, 21-20",11,54,4.91,12,1,2
,,9/18/16,Car,SF,"W, 46-27",40,24,60,353,8.8,4,1,78t,Jan-00,111.8,9/18/16,Car,SF,"W, 46-27",6,37,6.17,16,0,3
,,9/25/16,Car,Min,"L, 22-10",35,21,60,262,7.5,0,3,31,Aug-64,47.6,9/25/16,Car,Min,"L, 22-10",7,26,3.71,11,1,4
,,10/2/16,Car,@ Atl,"L, 48-33",25,14,56,165,6.6,1,0,24,8-Jan,89.6,10/2/16,Car,@ Atl,"L, 48-33",5,30,6,21,0,2
,,10/16/16,Car,@ NO,"L, 41-38",47,27,57.4,322,6.9,2,1,20,19-Feb,83.8,10/16/16,Car,@ NO,"L, 41-38",2,1,0.5,2t,1,1
,,10/30/16,Car,Ari,"W, 30-20",27,14,51.9,212,7.9,0,0,50,4-Jan,78,10/30/16,Car,Ari,"W, 30-20",7,43,6.14,19,0,1
,,11/6/16,Car,@ LA,"W, 13-10",32,20,62.5,225,7,1,0,28,May-40,93.9,11/6/16,Car,@ LA,"W, 13-10",7,16,2.29,6,0,2
,,11/13/16,Car,KC,"L, 20-17",38,23,60.5,261,6.9,1,1,38t,19-Feb,78.9,11/13/16,Car,KC,"L, 20-17",12,54,4.5,28,1,4
,,11/17/16,Car,NO,"W, 23-20",33,14,42.4,192,5.8,1,0,40t,19-Feb,71.8,11/17/16,Car,NO,"W, 23-20",5,7,1.4,12,0,2
,,11/27/16,Car,@ Oak,"L, 35-32",29,14,48.3,246,8.5,2,1,88t,17-Feb,86.3,11/27/16,Car,@ Oak,"L, 35-32",3,6,2,3t,1,1
,,12/4/16,Car,@ Sea,"L, 40-7",32,14,43.8,182,5.7,1,0,55t,0/0,72.7,12/4/16,Car,@ Sea,"L, 40-7",3,12,4,9,0,1
,,12/11/16,Car,SD,"W, 28-16",27,10,37,160,5.9,1,1,36,14-Feb,54.6,12/11/16,Car,SD,"W, 28-16",8,31,3.88,8,0,2
Carson Palmer,QB,9/12/04,Cin,@ NYJ,"L, 31-24",27,18,66.7,248,9.2,2,1,53t,10-Jan,105.2,9/12/04,Cin,@ NYJ,"L, 31-24",2,10,5,11,0,1
,,9/19/04,Cin,Mia,"W, 16-13",38,21,55.3,147,3.9,0,1,20,31-May,53.3,9/19/04,Cin,Mia,"W, 16-13",0,0,0,0,0,0
,,9/26/04,Cin,Bal,"L, 23-9",52,25,48.1,316,6.1,0,3,23,27-Apr,43.4,9/26/04,Cin,Bal,"L, 23-9",1,2,2,2,0,0
,,10/3/04,Cin,@ Pit,"L, 28-17",37,20,54.1,164,4.4,1,2,24,8-Jan,52.1,10/3/04,Cin,@ Pit,"L, 28-17",1,1,1,1,0,0
,,10/17/04,Cin,@ Cle,"L, 34-17",36,20,55.6,148,4.1,1,1,21,17-Mar,63.2,10/17/04,Cin,@ Cle,"L, 34-17",0,0,0,0,0,0
,,10/25/04,Cin,Den,"W, 23-10",21,12,57.1,198,9.4,1,1,50t,10-Jan,85,10/25/04,Cin,Den,"W, 23-10",4,0,0,4,0,0
,,10/31/04,Cin,@ Ten,"L, 27-20",36,20,55.6,247,6.9,0,1,62,30-Apr,65.4,10/31/04,Cin,@ Ten,"L, 27-20",0,0,0,0,0,0
